chr5	133968787	133968788	C5orf15	1000	-
chr2	223957404	223957405	MRPL44	1000	+
chr6	89352848	89352849	UBE2J1	1000	-
chr2	71130237	71130238	MCEE	1000	-
chr10	114821744	114821745	FAM160B1	1000	+
chr6	116279903	116279904	TSPYL1	1000	-
chr20	50113173	50113174	UBE2V1	1000	-
chr5	218215	218216	CCDC127	1000	-
chr16	2251614	2251615	ECI1	1000	-
chr14	44897295	44897296	C14orf28	1000	+
chr22	37686323	37686324	NOL12	1000	+
chr22	37686360	37686361	NOL12	1000	+
chr20	50153637	50153638	TMEM189-UBE2V1	1000	-
chr20	62143430	62143431	PSMA7	1000	-
chr2	180980373	180980374	UBE2E3	1000	+
chr4	4248212	4248213	TMEM128	1000	-
chr2	180980606	180980607	UBE2E3	1000	+
chr2	180981124	180981125	UBE2E3	1000	+
chr2	180980385	180980386	UBE2E3	1000	+
chr2	135985684	135985685	DARS	1000	-
chr17	3668815	3668816	EMC6	1000	+
chr17	3668822	3668823	EMC6	1000	+
chr2	127858157	127858158	POLR2D	1000	-
chr19	48445773	48445774	GRWD1	1000	+
chr11	46700818	46700819	ZNF408	1000	+
chrX	70289979	70289980	PDZD11	1000	-
chrX	70289945	70289946	PDZD11	1000	-
chrX	101622797	101622798	ARMCX3	1000	+
chrX	101623089	101623090	ARMCX3	1000	+
chrX	101623361	101623362	ARMCX3	1000	+
chr22	21867629	21867630	MAPK1	1000	-
chr22	21867680	21867681	MAPK1	1000	-
chr11	62840156	62840157	WDR74	1000	-
chr11	62841809	62841810	WDR74	1000	-
chr11	62839661	62839662	WDR74	1000	-
chr11	65961689	65961690	SART1	1000	+
chr2	88055729	88055730	KRCC1	1000	-
chr10	130136399	130136400	GLRX3	1000	+
chr3	44625040	44625041	ZNF197	1000	+
chr10	130136399	130136400	GLRX3	1000	+
chr3	44628988	44628989	ZNF197	1000	+
chr15	63157802	63157803	RPS27L	1000	-
chr17	59893164	59893165	RPS6KB1	1000	+
chr2	71130314	71130315	MPHOSPH10	1000	+
chr15	63121800	63121801	LACTB	1000	+
chr6	42746096	42746097	TBCC	1000	-
chr5	97183260	97183261	RIOK2	1000	-
chr10	62804857	62804858	ADO	1000	+
chr6	32178354	32178355	RNF5	1000	+
chr6	7389496	7389497	RIOK1	1000	+
chr6	42879635	42879636	RPL7L1	1000	+
chr6	42879682	42879683	RPL7L1	1000	+
chr20	63981135	63981136	PRPF6	1000	+
chr14	24147379	24147380	RNF31	1000	+
chr5	218241	218242	SDHA	1000	+
chr6	7313207	7313208	SSR1	1000	-
chr16	30650867	30650868	PRR14	1000	+
chr14	22589269	22589270	DAD1	1000	-
chr16	30651190	30651191	PRR14	1000	+
chr14	22598237	22598238	ABHD4	1000	+
chr19	12737139	12737140	ASNA1	1000	+
chr19	12737492	12737493	ASNA1	1000	+
chr16	71890569	71890570	IST1	1000	+
chr16	71893934	71893935	IST1	1000	+
chr19	984271	984272	WDR18	1000	+
chr16	71895249	71895250	IST1	1000	+
chr10	100987483	100987484	MRPL43	1000	-
chr10	100987515	100987516	MRPL43	1000	-
chr17	63550461	63550462	DCAF7	1000	+
chr10	118342320	118342321	FAM204A	1000	-
chr10	118342320	118342321	FAM204A	1000	-
chr14	20455191	20455192	APEX1	1000	+
chr16	71845991	71845992	ATXN1L	1000	+
chr14	20455195	20455196	APEX1	1000	+
chr15	45587123	45587124	BLOC1S6	1000	+
chr14	20455226	20455227	APEX1	1000	+
chr16	20899902	20899903	LYRM1	1000	+
chr3	47163967	47163968	SETD2	1000	-
chr16	20900450	20900451	LYRM1	1000	+
chr16	20900799	20900800	LYRM1	1000	+
chr16	20901104	20901105	LYRM1	1000	+
chr16	20900235	20900236	LYRM1	1000	+
chr16	20900753	20900754	LYRM1	1000	+
